donorID,campaignID,amount,date
D104538,930,"37,18",28/12/2005
D104538,1028,"29,75",17/04/2006
D104538,1074,"29,75",23/05/2006
D104538,1101,"29,75",15/06/2006
D104538,1148,"29,75",24/06/2006
D104538,1207,"37,18",12/09/2006
D104538,1248,"37,18",29/11/2006
D104538,1280,"37,18",26/12/2006
D104538,1316,"61,97",27/12/2006
D104538,1374,"33,81",24/03/2007
D104538,1397,"37,18",07/05/2007
D104538,1424,"37,18",03/06/2007
D104538,1465,"30,99",27/06/2007
D104538,1556,"37,18",27/09/2007
D104538,1601,"37,18",03/11/2007
D104538,1699,"37,18",20/03/2008
D104538,1790,"37,18",15/06/2008
D104538,2133,"50,0",27/07/2009
D104538,2654,"50,0",04/03/2011
D104538,2871,"50,0",30/07/2011
D104539,,"123,95",29/05/2005
D104539,1058,"65,69",23/05/2006
D104539,1207,"61,97",04/09/2006
D104539,1343,"123,95",28/02/2007
D104539,1424,"123,95",04/06/2007
D104539,1465,"49,58",19/06/2007
D104539,1699,"61,97",17/03/2008
D104539,1808,"123,95",09/07/2008
D104540,768,"7,44",21/08/2005
D104541,2021,"30,0",03/03/2009
D104542,954,"24,79",06/01/2006
D104543,901,"49,58",28/11/2005
D104543,979,"24,79",07/02/2006
D104543,1000,"24,79",15/03/2006
D104543,1058,"24,79",22/05/2006
D104543,1185,"49,58",05/09/2006
D104543,1207,"49,58",05/09/2006
D104543,1343,"49,58",17/03/2007
D104543,1397,"49,58",01/05/2007
D104543,1424,"24,79",21/05/2007
D104543,1626,"49,58",30/11/2007
D104543,1736,"24,79",26/03/2008
D104543,1778,"24,79",04/06/2008
D104543,1790,"49,58",07/06/2008
D104543,1933,"49,58",02/12/2008
D104543,2021,"30,0",11/03/2009
D104543,2035,"50,0",28/03/2009
D104543,2105,"30,0",07/06/2009
D104543,2233,"30,0",03/12/2009
D104543,2285,"50,0",07/01/2010
D104543,2335,"30,0",09/03/2010
D104543,2485,"125,0",17/08/2010
D104543,2534,"125,0",17/09/2010
D104543,2550,"125,0",05/10/2010
D104543,2653,"100,0",16/02/2011
D104543,2712,"50,0",01/05/2011
D104543,2714,"50,0",10/06/2011
D104543,3033,"50,0",18/12/2011
D104543,3064,"50,0",04/01/2012
D104543,3049,"50,0",08/01/2012
D104543,3184,"50,0",19/04/2012
D104543,3188,"30,0",12/06/2012
D104543,3189,"50,0",28/06/2012
D104543,3443,"50,0",16/03/2013
D104543,3545,"50,0",15/08/2013
D104543,3663,"50,0",06/12/2013
D104543,3782,"50,0",16/03/2014
D104543,3784,"60,0",12/04/2014
D104543,4409,"30,0",10/09/2016
D104544,1026,"247,89",24/03/2006
D104544,1101,"247,89",16/06/2006
D104544,1397,"24,79",24/04/2007
D104544,1529,"24,79",23/08/2007
D104544,1577,"24,79",24/10/2007
D104544,1601,"24,79",02/11/2007
D104544,1626,"24,79",14/12/2007
D104544,1634,"24,79",18/12/2007
D104544,1736,"24,79",04/04/2008
D104544,1755,"24,79",10/05/2008
D104544,1778,"24,79",30/05/2008
D104544,1903,"24,79",25/10/2008
D104544,7536,"50,0",31/12/2019
D104545,723,"24,79",21/07/2005
D104545,796,"24,79",05/09/2005
D104545,901,"24,79",05/12/2005
D104545,930,"24,79",24/12/2005
D104545,3186,"30,0",15/05/2012
D104545,3254,"30,0",29/08/2012
D104545,3346,"30,0",08/11/2012
D104546,796,"24,79",31/08/2005
D104546,1034,"24,79",06/05/2006
D104547,954,"24,79",17/01/2006
D104547,1074,"24,79",30/05/2006
D104547,1245,"24,79",12/11/2006
D104547,1634,"24,79",14/12/2007
D104547,1778,"24,79",10/06/2008
D104548,723,"7,44",18/07/2005
D104548,768,"6,2",20/08/2005
D104548,796,"12,39",30/08/2005
D104548,816,"8,68",24/09/2005
D104548,930,"8,68",28/12/2005
D104548,979,"7,44",10/02/2006
D104548,1074,"7,44",28/05/2006
D104548,1101,"7,44",15/06/2006
D104548,1207,"7,44",13/09/2006
D104548,1218,"8,68",24/10/2006
D104548,1280,"7,44",20/12/2006
D104548,1343,"7,44",02/03/2007
D104548,1397,"8,68",03/05/2007
D104548,1465,"8,68",28/06/2007
D104548,1601,"8,68",05/11/2007
D104548,1634,"2,48",18/12/2007
D104548,1699,"7,44",19/03/2008
D104548,1778,"12,39",01/06/2008
D104548,1808,"8,68",01/07/2008
D104548,1903,"7,44",11/10/2008
D104548,1949,"7,44",12/12/2008
D104548,,"10,0",29/05/2009
D104548,2105,"10,0",12/06/2009
D104548,2144,"10,0",02/08/2009
D104548,2285,"10,0",09/01/2010
D104548,2415,"10,0",08/06/2010
D104548,2553,"10,0",25/10/2010
D104548,2653,"10,0",06/02/2011
D104548,2712,"20,0",01/05/2011
D104548,2871,"10,0",05/08/2011
D104548,2945,"10,0",07/10/2011
D104548,7212,"10,0",02/05/2019
D104548,7229,"10,0",27/05/2019
D104548,7346,"10,0",01/09/2019
D104548,7519,"10,0",13/12/2019
D104549,,"24,79",07/11/2000
D104549,858,"24,79",08/11/2005
D104549,901,"24,79",02/12/2005
D104550,954,"24,79",08/01/2006
D104550,1058,"24,79",17/05/2006
D104550,1218,"24,79",09/10/2006
D104550,1397,"24,79",26/04/2007
D104550,1529,"24,79",24/08/2007
D104550,1778,"24,79",02/06/2008
D104550,1878,"24,79",29/09/2008
D104551,796,"37,18",06/09/2005
D104551,3186,"33,0",13/05/2012
D104551,3443,"50,0",18/03/2013
D104552,2908,"35,0",05/09/2011
D104553,796,"24,79",04/09/2005
D104553,1185,"49,58",23/08/2006
D104553,1917,"49,58",06/11/2008
D104553,2105,"100,0",04/06/2009
D104553,2233,"50,0",30/11/2009
D104553,2319,"32,0",12/02/2010
D104553,,"50,0",19/09/2010
D104553,3033,"50,0",18/12/2011
D104553,3440,"50,0",04/02/2013
D104553,4140,"50,0",25/04/2015
D104554,796,"12,39",29/08/2005
D104554,901,"12,39",08/12/2005
D104554,930,"12,39",31/12/2005
D104554,1000,"9,92",11/03/2006
D104554,1034,"12,39",21/04/2006
D104554,1074,"23,55",02/06/2006
D104554,1185,"12,39",07/09/2006
D104554,1424,"12,39",06/06/2007
D104554,1556,"27,52",23/09/2007
D104554,1601,"14,87",16/11/2007
D104554,1626,"28,14",02/12/2007
D104554,1699,"32,23",10/03/2008
D104554,1808,"7,44",03/07/2008
D104554,2144,"10,0",30/07/2009
D104554,2351,"13,0",13/03/2010
D104555,1181,"12,39",20/08/2006
D104555,1490,"7,44",16/07/2007
D104555,1626,"12,39",13/12/2007
D104556,723,"24,79",21/07/2005
D104556,767,"24,79",29/07/2005
D104556,1317,"24,79",17/01/2007
D104556,1489,"24,79",10/07/2007
D104556,1778,"24,79",04/06/2008
D104556,1933,"24,79",02/12/2008
D104556,1949,"24,79",19/12/2008
D104556,1991,"30,0",06/02/2009
D104556,2105,"30,0",04/06/2009
D104556,2144,"30,0",25/07/2009
D104556,2390,"30,0",01/05/2010
D104556,2945,"30,0",19/10/2011
D104556,3016,"30,0",26/11/2011
D104556,3189,"30,0",21/06/2012
D104556,3449,"30,0",03/05/2013
D104557,1026,"12,39",30/03/2006
D104557,1149,"12,39",13/07/2006
D104557,1465,"12,39",16/06/2007
D104558,1074,"12,39",23/05/2006
D104559,1026,"24,79",17/03/2006
D104559,1280,"24,79",12/12/2006
D104559,1465,"24,79",02/07/2007
D104559,1626,"24,79",05/12/2007
D104559,1755,"24,79",08/05/2008
D104559,2802,"30,0",23/06/2011
D104559,3033,"30,0",12/12/2011
D104559,3188,"30,0",19/06/2012
D104560,858,"24,79",24/10/2005
D104560,1034,"24,79",26/04/2006
D104560,1185,"24,79",05/09/2006
D104560,1343,"24,79",16/03/2007
D104560,1489,"24,79",14/07/2007
D104560,1875,"24,79",28/09/2008
D104560,2059,"30,0",28/04/2009
D104560,2224,"30,0",06/10/2009
D104560,2351,"25,0",19/03/2010
D104560,2360,"30,0",07/04/2010
D104560,2534,"20,0",22/09/2010
D104560,2646,"30,0",02/02/2011
D104560,2712,"30,0",28/04/2011
D104560,2871,"30,0",05/08/2011
D104560,2994,"30,0",15/11/2011
D104560,3125,"30,0",23/03/2012
D104561,930,"24,79",20/12/2005
D104561,1058,"24,79",21/05/2006
D104561,1212,"24,79",04/10/2006
D104561,3785,"30,06",23/04/2014
D104561,7505,"41,0",26/11/2019
D104561,7519,"48,0",15/12/2019
D104562,4687,"30,0",07/07/2017
D104562,4801,"10,0",26/07/2017
D104563,767,"24,79",07/08/2005
D104563,796,"24,79",01/09/2005
D104563,1074,"49,58",28/05/2006
D104563,1148,"49,58",05/07/2006
D104563,1185,"24,79",27/08/2006
D104563,1316,"24,79",06/01/2007
D104563,1465,"24,79",20/06/2007
D104563,1489,"24,79",08/07/2007
D104563,1556,"27,52",10/09/2007
D104563,1626,"37,18",12/12/2007
D104563,1663,"24,79",16/01/2008
D104563,1699,"32,23",19/03/2008
D104563,1755,"49,58",04/05/2008
D104563,1778,"37,18",08/06/2008
D104563,1790,"30,99",24/06/2008
D104563,1962,"24,79",06/01/2009
D104563,2802,"50,0",03/07/2011
D104564,796,"24,79",30/08/2005
D104564,1101,"24,79",21/06/2006
D104564,2417,"60,0",04/07/2010
D104565,,"4,96",21/03/2004
D104565,1212,"6,2",04/10/2006
D104565,1248,"4,96",28/11/2006
D104565,1317,"6,2",12/01/2007
D104565,1465,"4,96",26/06/2007
D104565,1626,"4,96",29/11/2007
D104565,1664,"4,96",31/01/2008
D104565,1917,"4,96",06/11/2008
D104565,2090,"5,0",13/05/2009
D104565,2129,"5,0",14/07/2009
D104565,2225,"5,0",18/10/2009
D104565,2231,"5,0",31/10/2009
D104565,2256,"5,0",15/12/2009
D104566,1212,"24,79",09/10/2006
D104567,1245,"24,79",20/11/2006
D104567,1397,"30,24",27/04/2007
D104568,,"24,79",05/10/2000
D104568,,"24,79",12/11/2001
D104568,,"17,1",23/02/2003
D104568,,"17,1",22/03/2003
D104568,,"17,1",24/04/2003
D104568,,"17,1",23/05/2003
D104568,,"17,1",22/06/2003
D104568,,"17,1",24/07/2003
D104568,,"17,1",24/08/2003
D104568,,"17,1",22/09/2003
D104568,,"17,1",26/10/2003
D104568,,"17,1",23/11/2003
D104568,,"17,1",23/12/2003
D104568,,"17,1",24/01/2004
D104568,,"17,1",21/02/2004
D104568,,"17,1",21/03/2004
D104568,,"17,1",23/04/2004
D104568,,"17,1",21/05/2004
D104568,,"17,1",21/06/2004
D104568,,"17,1",22/07/2004
D104568,,"17,1",22/08/2004
D104568,,"17,1",21/09/2004
D104568,,"17,1",21/10/2004
D104568,,"17,1",21/11/2004
D104568,,"17,1",22/12/2004
D104568,,"17,1",23/01/2005
D104568,,"17,1",21/02/2005
D104568,,"17,1",21/03/2005
D104568,,"17,1",22/04/2005
D104568,,"17,1",21/05/2005
D104568,,"17,1",21/06/2005
D104568,,"17,1",21/07/2005
D104568,,"17,1",21/08/2005
D104568,,"17,1",25/09/2005
D104568,,"17,1",22/10/2005
D104568,,"17,1",21/11/2005
D104568,,"17,1",24/12/2005
D104568,,"17,1",21/01/2006
D104568,,"17,1",21/02/2006
D104568,,"17,1",23/03/2006
D104568,,"17,1",21/04/2006
D104568,,"17,1",21/05/2006
D104568,,"17,1",22/06/2006
D104568,,"17,1",21/07/2006
D104568,,"17,1",21/08/2006
D104568,,"17,1",23/09/2006
D104568,,"17,1",21/10/2006
D104568,,"17,1",21/11/2006
D104568,,"17,1",24/12/2006
D104568,,"17,1",21/01/2007
D104568,,"17,1",21/02/2007
D104568,,"17,1",22/03/2007
D104568,,"17,1",21/04/2007
D104568,,"17,1",21/05/2007
D104568,,"17,1",21/06/2007
D104568,,"17,1",21/07/2007
D104568,,"17,1",21/08/2007
D104568,,"17,1",22/09/2007
D104568,,"17,1",21/10/2007
D104568,,"17,1",21/11/2007
D104568,,"17,1",22/12/2007
D104568,,"17,1",21/01/2008
D104568,,"17,1",23/02/2008
D104568,,"17,1",21/03/2008
D104568,,"17,1",21/04/2008
D104568,,"17,1",23/05/2008
D104568,,"17,1",21/06/2008
D104568,,"17,1",21/07/2008
D104568,,"17,1",21/08/2008
D104568,,"17,1",22/09/2008
D104568,,"17,1",21/10/2008
D104568,,"17,1",23/11/2008
D104568,,"17,1",22/12/2008
D104568,,"17,1",21/01/2009
D104568,,"17,1",22/02/2009
D104568,,"17,1",21/03/2009
D104568,,"17,1",21/04/2009
D104568,,"17,1",22/05/2009
D104568,,"17,1",21/06/2009
D104568,,"17,1",23/07/2009
D104568,,"17,1",22/08/2009
D104568,,"17,1",21/09/2009
D104568,,"17,1",24/10/2009
D104568,,"17,1",21/11/2009
D104568,,"17,1",22/12/2009
D104568,,"17,1",23/01/2010
D104568,,"17,1",21/02/2010
D104568,,"17,1",21/03/2010
D104568,,"17,1",22/04/2010
D104568,,"17,1",21/05/2010
D104568,,"17,1",21/06/2010
D104568,,"17,1",21/07/2010
D104568,,"17,1",21/08/2010
D104568,,"17,1",21/09/2010
D104568,,"17,1",23/10/2010
D104568,,"17,1",21/11/2010
D104568,,"17,1",22/12/2010
D104568,,"17,1",22/01/2011
D104568,,"17,1",21/02/2011
D104568,,"17,1",21/03/2011
D104568,,"17,1",21/04/2011
D104568,,"17,1",21/05/2011
D104568,,"17,1",23/06/2011
D104568,,"17,1",21/07/2011
D104568,,"17,1",21/08/2011
D104568,,"17,1",21/09/2011
D104568,,"17,1",22/10/2011
D104568,,"17,1",21/11/2011
D104568,,"17,1",24/12/2011
D104568,,"17,1",21/01/2012
D104568,,"17,1",21/02/2012
D104568,,"17,1",23/03/2012
D104568,,"17,1",21/04/2012
D104568,,"17,1",21/05/2012
D104568,,"17,1",22/06/2012
D104568,,"17,1",21/07/2012
D104568,,"17,1",21/08/2012
D104568,,"17,1",23/09/2012
D104568,,"17,1",21/10/2012
D104568,,"17,1",21/11/2012
D104568,,"17,1",23/12/2012
D104568,,"17,1",21/01/2013
D104568,,"17,1",21/02/2013
D104568,,"17,1",22/03/2013
D104568,,"17,1",21/04/2013
D104568,,"17,1",21/05/2013
D104568,,"17,1",21/06/2013
D104568,,"17,1",21/07/2013
D104568,,"17,1",25/08/2013
D104568,,"17,1",21/09/2013
D104568,,"17,1",21/10/2013
D104568,,"17,1",23/11/2013
D104568,,"17,1",22/12/2013
D104568,,"17,1",21/01/2014
D104568,,"17,1",22/02/2014
D104568,,"17,1",21/03/2014
D104568,,"17,1",21/04/2014
D104568,,"17,1",22/05/2014
D104568,,"17,1",21/06/2014
D104568,,"17,1",23/07/2014
D104568,,"17,1",23/08/2014
D104568,,"17,1",21/09/2014
D104568,,"17,1",25/10/2014
D104568,,"17,1",22/11/2014
D104568,,"17,1",22/12/2014
D104568,,"17,1",21/01/2015
D104568,,"17,1",21/02/2015
D104568,,"17,1",21/03/2015
D104568,,"17,1",23/04/2015
D104568,,"17,1",22/05/2015
D104568,,"17,1",21/06/2015
D104568,,"17,1",23/07/2015
D104568,,"17,1",23/08/2015
D104568,,"17,1",21/09/2015
D104568,,"17,1",21/10/2015
D104568,,"17,1",22/11/2015
D104568,,"17,1",22/12/2015
D104568,,"17,1",23/01/2016
D104568,,"17,1",21/02/2016
D104568,,"17,1",21/03/2016
D104568,,"17,1",23/04/2016
D104568,,"17,1",21/05/2016
D104568,,"17,1",21/06/2016
D104568,,"17,1",22/07/2016
D104568,,"17,1",22/08/2016
D104568,,"17,1",21/09/2016
D104568,,"17,1",23/10/2016
D104568,,"17,1",21/11/2016
D104568,,"17,1",22/12/2016
D104568,,"17,1",23/01/2017
D104568,,"17,1",21/02/2017
D104568,,"17,1",21/03/2017
D104568,,"17,1",22/04/2017
D104568,,"17,1",21/05/2017
D104568,7108,"40,0",08/04/2019
D104569,1212,"24,79",30/09/2006
D104569,1397,"24,79",05/05/2007
D104569,1489,"24,79",17/07/2007
D104569,1790,"24,79",07/06/2008
D104569,1929,"24,79",22/11/2008
D104569,2123,"30,0",15/06/2009
D104569,2285,"30,0",20/01/2010
D104569,2351,"30,0",23/03/2010
D104570,1875,"7,44",05/10/2008
D104570,1992,"5,0",20/02/2009
D104570,2035,"10,0",29/03/2009
D104570,2105,"8,0",16/06/2009
D104570,3129,"10,0",25/03/2012
D104570,3443,"2,5",15/03/2013
D104570,3669,"5,0",15/01/2014
D104571,,"5,0",16/06/2008
D104571,,"5,0",02/02/2009
D104571,2105,"5,0",11/06/2009
D104571,2144,"5,0",31/07/2009
D104571,2256,"5,0",16/12/2009
D104572,899,"24,79",11/11/2005
D104573,954,"24,79",05/01/2006
D104573,1028,"24,79",11/04/2006
D104573,1034,"24,79",30/04/2006
D104573,1074,"24,79",31/05/2006
D104573,1185,"24,79",06/09/2006
D104573,1207,"24,79",13/09/2006
D104573,1248,"24,79",28/11/2006
D104573,1338,"24,79",27/02/2007
D104573,1424,"24,79",02/06/2007
D104573,1465,"24,79",29/06/2007
D104573,1529,"24,79",12/08/2007
D104573,1736,"24,79",01/04/2008
D104573,1755,"24,79",01/05/2008
D104573,3189,"35,0",28/06/2012
D104573,3249,"33,0",08/08/2012
D104573,3565,"30,0",30/09/2013
D104573,4138,"30,0",17/03/2015
D104574,1739,"12,39",12/04/2008
D104574,1949,"12,39",11/12/2008
D104575,901,"24,79",13/12/2005
D104575,1058,"24,79",20/05/2006
D104575,1185,"24,79",25/08/2006
D104575,1338,"24,79",20/02/2007
D104575,1529,"24,79",25/08/2007
D104575,1663,"24,79",15/01/2008
D104575,1778,"24,79",14/06/2008
D104575,2105,"30,0",03/06/2009
D104575,2711,"30,0",23/04/2011
D104575,2945,"30,0",19/10/2011
D104575,3440,"30,0",30/01/2013
D104575,3895,"30,0",23/10/2014
D104575,4674,"40,0",04/01/2017
D104575,5267,"40,0",25/04/2018
D104576,850,"12,39",21/10/2005
D104576,901,"12,39",03/12/2005
D104576,930,"12,39",17/12/2005
D104576,979,"7,44",03/02/2006
D104576,1000,"12,39",12/03/2006
D104576,1034,"12,39",24/04/2006
D104576,1058,"12,39",20/05/2006
D104576,1074,"12,39",02/06/2006
D104576,1101,"12,39",14/06/2006
D104576,1148,"12,39",27/06/2006
D104576,1185,"12,39",04/09/2006
D104576,1218,"12,39",24/10/2006
D104576,1248,"12,39",21/11/2006
D104576,1280,"12,39",16/12/2006
D104576,1316,"12,39",23/12/2006
D104576,1374,"24,79",30/03/2007
D104576,1397,"53,47",05/05/2007
D104576,1424,"12,39",20/05/2007
D104576,1489,"12,39",02/07/2007
D104576,1529,"12,39",26/08/2007
D104576,1556,"12,39",12/09/2007
D104576,1577,"12,39",27/10/2007
D104576,1626,"12,39",11/12/2007
D104576,1634,"12,39",23/12/2007
D104576,1663,"12,39",13/01/2008
D104576,1699,"12,39",21/03/2008
D104576,1736,"31,61",05/04/2008
D104576,1755,"12,39",10/05/2008
D104576,1778,"12,39",10/06/2008
D104576,1790,"30,99",21/06/2008
D104576,1808,"12,39",30/06/2008
D104576,1843,"12,39",23/07/2008
D104576,1878,"12,39",09/10/2008
D104576,1903,"12,39",12/10/2008
D104576,1929,"12,39",12/11/2008
D104576,1933,"12,39",08/12/2008
D104576,1949,"12,39",13/12/2008
D104576,1991,"13,0",14/02/2009
D104576,,"15,0",06/03/2009
D104576,2035,"13,0",27/03/2009
D104576,2059,"30,0",26/04/2009
D104576,2105,"15,0",03/06/2009
D104576,2123,"32,0",22/06/2009
D104576,2133,"30,0",16/07/2009
D104576,2144,"15,0",10/08/2009
D104576,2163,"13,0",17/08/2009
D104576,2193,"15,0",30/08/2009
D104576,2224,"15,0",12/10/2009
D104576,,"30,0",15/11/2009
D104576,2256,"15,0",21/12/2009
D104576,2285,"15,0",21/01/2010
D104576,2335,"15,0",25/02/2010
D104576,2351,"15,0",17/03/2010
D104576,2389,"15,0",11/04/2010
D104576,2415,"30,0",31/05/2010
D104576,2485,"15,0",12/08/2010
D104576,2498,"15,0",05/09/2010
D104576,2534,"15,0",23/09/2010
D104576,2550,"15,0",11/10/2010
D104576,2632,"15,0",04/01/2011
D104576,2653,"15,0",21/02/2011
D104576,2710,"35,0",18/04/2011
D104576,2711,"32,0",28/04/2011
D104576,2712,"15,0",01/05/2011
D104576,2713,"15,0",20/05/2011
D104576,2714,"32,0",11/06/2011
D104576,2838,"15,0",07/07/2011
D104576,2871,"30,0",06/08/2011
D104576,2905,"15,0",30/08/2011
D104576,2945,"32,0",16/10/2011
D104576,2964,"30,0",10/11/2011
D104576,2994,"15,0",11/11/2011
D104576,3033,"33,0",22/12/2011
D104576,3049,"15,0",05/01/2012
D104576,3064,"36,0",13/01/2012
D104576,3079,"36,0",30/01/2012
D104576,3125,"33,0",17/03/2012
D104576,3183,"15,0",19/04/2012
D104576,3187,"36,0",04/06/2012
D104576,3188,"33,0",09/06/2012
D104576,3189,"35,0",22/06/2012
D104576,3236,"32,0",24/07/2012
D104576,3254,"39,0",21/08/2012
D104576,3277,"35,0",27/08/2012
D104576,3300,"35,0",25/09/2012
D104576,3346,"15,0",06/11/2012
D104576,3440,"39,0",30/01/2013
D104576,3441,"35,0",21/02/2013
D104576,3443,"35,0",17/03/2013
D104576,3444,"15,0",24/03/2013
D104576,3445,"15,0",11/04/2013
D104576,3448,"25,0",21/04/2013
D104576,3449,"10,0",03/05/2013
D104576,3603,"15,0",26/10/2013
D104576,3669,"10,0",30/12/2013
D104576,3780,"35,0",14/02/2014
D104576,3782,"30,0",18/03/2014
D104576,3783,"15,0",30/03/2014
D104576,3786,"10,0",09/05/2014
D104576,3895,"20,0",31/10/2014
D104576,3916,"10,0",29/11/2014
D104576,4133,"10,0",20/01/2015
D104576,4134,"10,0",28/01/2015
D104576,4144,"10,0",17/06/2015
D104576,4146,"15,0",17/07/2015
D104576,4147,"20,0",18/08/2015
D104576,,"15,0",23/04/2016
D104576,4460,"10,0",19/10/2016
D104577,1428,"123,95",18/06/2007
D104578,,"125,0",18/07/2007
D104579,796,"24,79",30/08/2005
D104579,816,"24,79",02/10/2005
D104579,858,"24,79",26/10/2005
D104579,930,"24,79",23/12/2005
D104579,1000,"24,79",15/03/2006
D104579,,"24,79",24/03/2006
D104579,1028,"24,79",03/04/2006
D104579,1034,"24,79",19/04/2006
D104579,1058,"26,28",24/05/2006
D104579,1207,"24,79",10/09/2006
D104579,1248,"24,79",04/12/2006
D104579,1338,"24,79",25/02/2007
D104579,1343,"24,79",11/03/2007
D104579,1374,"33,81",24/03/2007
D104579,1397,"24,79",09/05/2007
D104579,1424,"24,79",02/06/2007
D104579,1529,"24,79",13/08/2007
D104579,1556,"24,79",16/09/2007
D104579,1626,"24,79",26/11/2007
D104579,1699,"32,23",24/03/2008
D104579,1736,"24,79",24/03/2008
D104579,1755,"24,79",07/05/2008
D104579,1878,"24,79",30/09/2008
D104579,1903,"24,79",26/10/2008
D104579,1929,"24,79",17/11/2008
D104579,1949,"24,79",27/12/2008
D104579,1966,"24,79",13/01/2009
D104579,2035,"30,0",08/04/2009
D104579,2059,"31,6",28/04/2009
D104579,2123,"30,0",01/07/2009
D104579,2133,"31,8",30/07/2009
D104579,2256,"30,0",15/12/2009
D104579,2285,"35,0",20/01/2010
D104579,2296,"34,0",21/01/2010
D104579,2335,"30,0",08/03/2010
D104579,2360,"30,0",05/04/2010
D104579,2415,"30,0",07/06/2010
D104579,2485,"30,0",17/08/2010
D104579,2534,"30,0",24/09/2010
D104579,2653,"32,25",10/02/2011
D104579,2710,"30,0",22/04/2011
D104579,2714,"30,0",03/06/2011
D104579,2945,"30,0",18/10/2011
D104579,3016,"30,0",29/11/2011
D104579,3064,"30,0",11/01/2012
D104579,3125,"30,0",14/03/2012
D104579,3184,"30,0",26/04/2012
D104580,,"24,79",09/02/2005
D104580,767,"24,79",26/07/2005
D104580,1149,"24,79",02/07/2006
D104580,1218,"24,79",19/10/2006
D104580,1316,"24,79",24/12/2006
D104580,1338,"24,79",27/02/2007
D104580,1529,"24,79",16/08/2007
D104580,1626,"24,79",04/12/2007
D104580,1663,"24,79",19/01/2008
D104580,1755,"49,58",11/05/2008
D104580,1962,"25,0",04/01/2009
D104581,,"24,79",28/05/2001
D104581,,"24,79",18/05/2002
D104581,,"24,79",18/05/2003
D104581,,"123,95",24/05/2003
D104581,,"123,95",02/04/2006
D104581,,"247,89",29/05/2006
D104581,,"74,37",24/12/2006
D104581,,"49,58",27/04/2007
D104581,1626,"123,95",13/12/2007
D104581,,"50,0",18/05/2008
D104581,,"50,0",02/03/2009
D104581,,"100,0",24/05/2009
D104581,,"50,0",25/10/2009
D104581,,"50,0",18/03/2011
D104581,3187,"100,0",18/05/2012
D104581,3786,"20,0",20/05/2014
D104582,1181,"24,79",21/08/2006
D104582,1316,"24,79",21/12/2006
D104582,1343,"12,39",05/03/2007
D104582,1465,"24,79",18/06/2007
D104582,1634,"12,39",18/12/2007
D104582,1699,"32,23",14/03/2008
D104583,850,"24,79",10/10/2005
D104583,1000,"24,79",06/03/2006
D104583,1034,"24,79",02/05/2006
D104583,1185,"24,79",03/09/2006
D104583,1207,"24,79",08/09/2006
D104583,1316,"24,79",04/01/2007
D104583,1397,"24,79",01/05/2007
D104583,1664,"24,79",31/01/2008
D104583,1966,"30,0",17/01/2009
D104583,2319,"30,0",11/02/2010
D104583,2351,"30,0",10/03/2010
D104583,2498,"30,0",02/09/2010
D104583,2553,"30,0",24/10/2010
D104583,2916,"30,0",20/09/2011
D104584,767,"49,58",25/07/2005
D104584,858,"24,79",25/10/2005
D104584,930,"24,79",31/12/2005
D104584,1000,"49,58",01/03/2006
D104584,1058,"26,28",17/05/2006
D104584,1074,"49,58",09/06/2006
D104584,1148,"49,58",02/07/2006
D104584,1280,"49,58",08/12/2006
D104584,1374,"49,58",30/03/2007
D104584,1465,"24,79",17/06/2007
D104584,1556,"49,58",16/09/2007
D104584,1626,"49,58",04/12/2007
D104584,1663,"49,58",23/01/2008
D104584,1790,"49,58",14/06/2008
D104584,1933,"49,58",28/11/2008
D104584,2035,"50,0",03/04/2009
D104584,2233,"55,0",01/12/2009
D104584,2335,"30,0",22/02/2010
D104584,2451,"50,0",19/07/2010
D104584,2653,"35,0",11/02/2011
D104584,,"50,0",26/04/2011
D104584,2711,"50,0",05/05/2011
D104584,2916,"50,0",19/09/2011
D104584,3049,"50,0",05/01/2012
D104584,3125,"100,0",12/03/2012
D104584,3441,"50,0",05/03/2013
D104584,3786,"50,0",25/05/2014
D104584,4144,"50,0",23/06/2015
D104584,4151,"50,0",10/10/2015
D104584,6958,"41,0",04/12/2018
D104584,7108,"41,0",12/04/2019
D104584,7229,"50,0",19/05/2019
D104585,,"334,66",14/05/2005
D104585,711,"235,5",09/07/2005
D104585,1074,"260,29",25/05/2006
D104585,1207,"247,89",05/09/2006
D104585,1316,"247,89",21/12/2006
D104585,1663,"371,84",09/01/2008
D104585,,"420,0",11/05/2008
D104585,1843,"396,63",27/07/2008
D104586,954,"27,27",13/01/2006
D104586,3129,"40,0",03/04/2012
D104587,796,"24,79",27/08/2005
D104587,858,"24,79",02/11/2005
D104587,979,"24,79",07/02/2006
D104587,1148,"24,79",10/07/2006
D104587,,"24,79",16/01/2007
D104587,1626,"24,79",08/12/2007
D104587,2059,"32,0",25/04/2009
D104587,2451,"30,0",28/07/2010
D104587,3129,"30,0",01/04/2012
D104588,1074,"12,39",03/06/2006
D104588,1218,"12,39",22/10/2006
D104588,1317,"12,39",13/01/2007
D104588,1664,"24,79",01/02/2008
D104588,2035,"15,0",01/04/2009
D104588,2233,"15,0",30/11/2009
D104588,3506,"10,0",29/05/2013
D104589,858,"24,79",08/11/2005
D104589,1058,"24,79",09/05/2006
D104589,1207,"24,79",12/09/2006
D104589,1374,"24,79",01/04/2007
D104590,1634,"24,79",25/12/2007
D104590,1929,"24,79",23/11/2008
D104590,1962,"25,0",29/12/2008
D104590,2351,"50,0",15/03/2010
D104591,1212,"24,79",25/09/2006
